night,eff,eff_poor,tst,waso,waso_poor,sol,rem_pct,n3_pct,restorative_pct,tib,deep,rem,bedtime,waketime,nap_min,steps,kcal,eff_lag1,bedtime_lag1,bedtime_sd7,weekend
2026-03-31,82.0,1.0,517.0,53.0,1.0,45.0,24.177949709864603,27.079303675048354,51.25725338491296,630.0,140.0,125.0,-0.14999999999999858,10.1,0.0,4001,1692,87.0,-1.283333333333335,0.8931544478559418,0
2026-04-01,82.0,1.0,402.0,53.0,1.0,25.0,28.606965174129353,23.6318407960199,52.23880597014925,487.5,95.0,115.0,1.15,9.15,0.0,3752,1575,82.0,-0.14999999999999858,0.8879186172726955,0
2026-04-02,84.0,1.0,480.0,70.0,1.0,12.5,27.083333333333332,19.791666666666668,46.875,572.5,95.0,130.0,0.2833333333333333,9.65,0.0,3650,1666,82.0,1.15,0.8958679395309056,0
2026-04-03,88.0,0.0,537.0,43.0,1.0,12.5,21.415270018621975,27.932960893854748,49.34823091247672,610.0,150.0,115.0,0.2833333333333333,10.166666666666666,0.0,3550,1633,84.0,0.2833333333333333,0.8451620801946376,1
2026-04-04,85.0,0.0,508.0,72.0,1.0,5.0,30.511811023622048,20.669291338582678,51.181102362204726,597.5,105.0,155.0,0.7,10.45,0.0,3633,1568,88.0,0.2833333333333333,0.8439874494415187,1
2026-04-05,82.0,1.0,445.0,35.0,0.0,45.0,25.84269662921348,25.84269662921348,51.68539325842696,545.0,115.0,115.0,0.8333333333333334,9.583333333333334,0.0,5379,1645,85.0,0.7,0.7866192479655113,0
2026-04-06,80.0,1.0,340.0,50.0,1.0,30.0,27.941176470588236,23.529411764705884,51.470588235294116,422.5,80.0,95.0,1.0,8.0,0.0,2861,1570,82.0,0.8333333333333334,0.8026493828229215,0
2026-04-07,84.0,1.0,528.0,77.0,1.0,20.0,24.62121212121212,26.515151515151516,51.13636363636363,630.0,140.0,130.0,-0.9499999999999993,9.466666666666667,0.0,4625,1656,80.0,1.0,0.4634241089562446,0
2026-04-08,88.0,0.0,557.0,48.0,1.0,22.5,25.134649910233392,27.82764811490126,52.96229802513465,635.0,155.0,140.0,-1.5,8.966666666666667,0.0,3262,1504,84.0,-0.9499999999999993,0.7087883692477867,0
2026-04-09,88.0,0.0,578.0,47.0,1.0,17.5,32.52595155709343,32.00692041522491,64.53287197231833,657.5,185.0,188.0,-0.38333333333333286,10.316666666666666,0.0,5523,1724,88.0,-1.5,0.9519403742832112,0
2026-04-10,90.0,0.0,460.0,40.0,0.0,5.0,21.73913043478261,21.73913043478261,43.47826086956522,510.0,100.0,100.0,1.2333333333333334,9.65,0.0,5448,1684,88.0,-0.38333333333333286,0.9629924700403847,1
2026-04-11,83.0,1.0,457.0,53.0,1.0,20.0,27.35229759299781,28.446389496717725,55.798687089715536,547.5,130.0,125.0,0.11666666666666667,8.95,0.0,5051,1639,90.0,1.2333333333333334,1.0708684602971754,1
2026-04-12,91.0,0.0,553.0,27.0,0.0,15.0,32.1880650994575,21.699819168173597,53.8878842676311,610.0,120.0,178.0,0.6166666666666667,10.533333333333333,0.0,2927,1590,83.0,0.11666666666666667,1.041722220740812,0
2026-04-13,89.0,0.0,382.0,33.0,0.0,5.0,30.104712041884817,24.083769633507853,54.18848167539267,430.0,92.0,115.0,-0.4499999999999993,6.55,0.0,1010,1398,91.0,0.6166666666666667,1.0175055087405886,0
2026-04-14,83.0,1.0,442.0,63.0,1.0,20.0,36.199095022624434,31.67420814479638,67.87330316742081,532.5,140.0,160.0,0.13333333333333333,8.883333333333333,95.0,5227,1611,89.0,-0.4499999999999993,0.9281958947590765,0
2026-04-15,86.0,0.0,408.0,22.0,0.0,30.0,21.568627450980394,20.833333333333332,42.40196078431372,475.0,85.0,88.0,1.5,9.166666666666666,0.0,3200,1517,83.0,0.13333333333333333,0.8683743858924318,0
2026-04-16,88.0,0.0,443.0,27.0,0.0,20.0,47.40406320541761,23.702031602708804,71.10609480812641,502.5,105.0,210.0,0.9166666666666666,9.083333333333334,130.0,3894,1582,86.0,1.5,0.757048012428325,0
2026-04-17,87.0,0.0,540.0,65.0,1.0,7.5,29.62962962962963,22.59259259259259,52.22222222222222,620.0,122.0,160.0,-0.16666666666666785,10.05,0.0,5511,1674,88.0,0.9166666666666666,0.6907744292960595,1
2026-04-18,94.0,0.0,332.0,8.0,0.0,10.0,39.75903614457831,25.602409638554217,65.36144578313252,352.5,85.0,132.0,4.966666666666667,10.8,0.0,3645,1547,87.0,-0.16666666666666785,0.6728483244571931,1
2026-04-19,92.0,0.0,632.0,38.0,0.0,7.5,28.79746835443038,22.468354430379748,51.265822784810126,685.0,142.0,182.0,-0.8333333333333321,10.466666666666667,0.0,3295,1573,94.0,4.966666666666667,1.8400598103920673,0
2026-04-20,87.0,0.0,363.0,22.0,0.0,27.5,23.415977961432507,27.548209366391184,50.964187327823694,417.5,100.0,85.0,1.0,7.883333333333333,0.0,2083,1480,92.0,-0.8333333333333321,1.9766460557291519,0
2026-04-21,90.0,0.0,493.0,25.0,0.0,17.5,32.454361054766736,27.383367139959432,59.83772819472617,550.0,135.0,160.0,0.3333333333333333,9.25,0.0,4927,1595,87.0,1.0,1.889734871244606,0
2026-04-22,84.0,1.0,433.0,47.0,1.0,22.5,32.33256351039261,28.868360277136258,61.20092378752887,512.5,125.0,140.0,0.45,8.833333333333334,0.0,2159,1504,90.0,0.3333333333333333,1.8745969584456657,0
2026-04-23,88.0,0.0,466.0,29.0,0.0,17.5,31.759656652360515,25.751072961373392,57.51072961373391,530.0,120.0,148.0,0.16666666666666666,8.716666666666667,0.0,4439,1669,84.0,0.45,1.8794805372621113,0
2026-04-24,75.0,1.0,415.0,100.0,1.0,32.5,24.57831325301205,32.53012048192771,57.10843373493976,550.0,135.0,102.0,-0.5,8.633333333333333,0.0,5610,1731,88.0,0.16666666666666666,1.9030850754059285,1
2026-04-25,92.0,0.0,513.0,22.0,0.0,7.5,33.13840155945419,24.951267056530213,58.08966861598441,557.5,128.0,170.0,-0.08333333333333215,8.966666666666667,0.0,7740,1612,75.0,-0.5,1.936501919064287,1
2026-04-26,91.0,0.0,560.0,40.0,0.0,5.0,28.571428571428573,21.428571428571427,50.0,612.5,120.0,160.0,0.21666666666666667,10.3,0.0,1703,1510,92.0,-0.08333333333333215,0.6126639722206015,0
2026-04-27,86.0,0.0,395.0,40.0,0.0,20.0,30.88607594936709,21.518987341772153,52.40506329113924,460.0,85.0,122.0,0.5166666666666667,8.1,0.0,2347,1515,91.0,0.21666666666666667,0.4631671507391184,0
2026-04-28,86.0,0.0,428.0,42.0,1.0,10.0,34.57943925233645,28.037383177570092,62.61682242990654,495.0,120.0,148.0,-0.3999999999999986,7.6,0.0,4790,1609,86.0,0.5166666666666667,0.3510377660986021,0
2026-04-29,93.0,0.0,538.0,27.0,0.0,7.5,31.226765799256505,19.516728624535315,50.74349442379182,577.5,105.0,168.0,-0.10000000000000142,9.433333333333334,0.0,6820,1611,86.0,-0.3999999999999986,0.3962122246777734,0
2026-04-30,86.0,0.0,625.0,80.0,1.0,17.5,35.2,20.0,55.2,725.0333333333333,125.0,220.0,-0.05000000000000071,11.983333333333333,0.0,5772,1719,93.0,-0.10000000000000142,0.35679347990338994,0
2026-05-01,91.0,0.0,588.0,23.0,0.0,27.5,37.074829931972786,22.959183673469386,60.034013605442176,645.0166666666667,135.0,218.0,-0.6833333333333336,9.95,0.0,5585,1599,86.0,-0.05000000000000071,0.34652469620410675,1
2026-05-02,85.0,0.0,475.0,31.0,0.0,50.0,27.36842105263158,17.894736842105264,45.26315789473684,560.0333333333333,85.0,130.0,0.5333333333333333,9.783333333333333,0.0,4512,1591,91.0,-0.6833333333333336,0.3898005187841954,1
2026-05-03,92.0,0.0,528.0,37.0,0.0,5.0,29.924242424242426,32.196969696969695,62.121212121212125,570.05,170.0,158.0,0.15,9.65,0.0,5048,1628,85.0,0.5333333333333333,0.454169397108419,0
